incident_id,created_on,channel,caller_id,location,short_description,description,service_id,ci_id,category_id,impact,urgency,true_priority,true_assignment_group_id,true_agent_id,required_skill_id,resolution_notes,resolution_code,time_to_resolve_mins,ground_truth_cluster
INC0287,2025-07-23 18:27:00,Chat,U2192,Canberra,Teams audio device not detected,Teams audio device not detected. token account roller outlook. User reports issue persists after restart.,SV003,,CAT-CO-TMS,Low,Medium,P3,G004,A005,S003,Enabled permissions; audio works.,Solved - Device Config,17,Teams audio device not detected
INC0288,2025-06-13 16:33:00,Portal,U1645,Melbourne,Teams audio device not detected,Teams audio device not detected. drop mfa connect error portal account wifi token. User reports issue persists after restart.,SV003,,CAT-CO-TMS,Low,Medium,P3,G004,A005,S003,Reinstalled device drivers; Teams detects mic.,Solved - Device Config,36,Teams audio device not detected
INC0289,2025-07-25 01:21:00,Phone,U1597,Sydney,Teams audio device not detected,Teams audio device not detected. error printer android warning gateway gateway printer. User reports issue persists after restart.,SV003,,CAT-CO-TMS,Low,Medium,P3,G004,A005,S003,Reinstalled device drivers; Teams detects mic.,Solved - Device Config,43,Teams audio device not detected
INC0290,2025-07-03 16:10:00,Email,U1456,Sydney,Teams audio device not detected,Teams audio device not detected. drop quota teams profile mac firmware iphone warning. User reports issue persists after restart.,SV003,,CAT-CO-TMS,Low,Medium,P3,G004,A005,S003,Selected correct input device; tested OK.,Solved - Device Config,48,Teams audio device not detected
INC0291,2025-07-05 15:40:00,Portal,U1198,Perth,Teams audio device not detected,Teams audio device not detected. desktop sso quota certificate router firmware. User reports issue persists after restart.,SV003,,CAT-CO-TMS,Low,Medium,P3,G004,A005,S003,Reinstalled device drivers; Teams detects mic.,Solved - Device Config,48,Teams audio device not detected
INC0292,2025-06-25 05:38:00,Portal,U1895,Canberra,Teams audio device not detected,Teams audio device not detected. timeout teams cache jam cache firmware gateway printer. User reports issue persists after restart.,SV003,,CAT-CO-TMS,Low,Medium,P3,G004,A005,S003,Reinstalled device drivers; Teams detects mic.,Solved - Device Config,27,Teams audio device not detected
INC0293,2025-07-11 13:34:00,Email,U1903,Perth,Teams audio device not detected,Teams audio device not detected. outlook policy client outlook. User reports issue persists after restart.,SV003,,CAT-CO-TMS,Low,Medium,P3,G004,A005,S003,Selected correct input device; tested OK.,Solved - Device Config,27,Teams audio device not detected
INC0294,2025-06-26 23:27:00,Chat,U2162,Perth,Teams audio device not detected,Teams audio device not detected. teams warning windows desktop laptop warning firmware quota printer. User reports issue persists after restart.,SV003,,CAT-CO-TMS,Low,Medium,P3,G004,A005,S003,Selected correct input device; tested OK.,Solved - Device Config,36,Teams audio device not detected
INC0295,2025-08-06 06:01:00,Portal,U1716,Sydney,Teams audio device not detected,Teams audio device not detected. error jam printer teams android. User reports issue persists after restart.,SV003,,CAT-CO-TMS,Low,Medium,P3,G004,A005,S003,Enabled permissions; audio works.,Solved - Device Config,38,Teams audio device not detected
INC0296,2025-07-13 22:18:00,Email,U1819,Sydney,Teams audio device not detected,Teams audio device not detected. router portal printer connect wifi sso connect. User reports issue persists after restart.,SV003,,CAT-CO-TMS,Low,Medium,P3,G004,A005,S003,Enabled permissions; audio works.,Solved - Device Config,34,Teams audio device not detected
INC0297,2025-06-30 22:22:00,Phone,U1265,Canberra,Teams audio device not detected,Teams audio device not detected. certificate portal profile drop policy laptop. User reports issue persists after restart.,SV003,,CAT-CO-TMS,Low,Medium,P3,G004,A005,S003,Reinstalled device drivers; Teams detects mic.,Solved - Device Config,47,Teams audio device not detected
INC0298,2025-08-11 10:44:00,Email,U1395,Canberra,Other (long tail),Other (long tail). token jam mfa profile certificate. User reports issue persists after restart.,SV001,,CAT-WP,Low,Low,P4,G001,A001,S001,General troubleshooting completed; issue resolved.,Solved - General,40,Other (long tail)
INC0299,2025-07-27 13:01:00,Email,U1002,Canberra,Other (long tail),Other (long tail). android desktop windows teams teams desktop device. User reports issue persists after restart.,SV001,,CAT-WP,Low,Low,P4,G001,A002,S001,General troubleshooting completed; issue resolved.,Solved - General,32,Other (long tail)
INC0300,2025-06-13 19:28:00,Phone,U1168,Canberra,Other (long tail),Other (long tail). firmware mfa gateway quota quota sso. User reports issue persists after restart.,SV001,,CAT-WP,Low,Low,P4,G001,A002,S001,General troubleshooting completed; issue resolved.,Solved - General,42,Other (long tail)
